10234,1688256,portray make a portrait of Goya wanted to portray his mistress
10235,5766984,portraying a representation by picture or portraiture
10236,13649791,inch a unit of length equal to one twelfth of a foot
10237,12786684,genus aeonium a genus of plants of the family Crassulaceae
10238,4983848,tunefulness the property of having a melody
10239,4983402,musicalness the property of sounding like music
10240,13750844,yard the cardinal number that is the product of  and 
10241,13745420,large integer an integer equal to or greater than ten
10242,1302449,six day war tension between Arabs and Israeli erupted into a brief war in June  Israel emerged as a major power in the Middle East
10243,10742005,usherette a female usher
10244,14873951,thus an aromatic gum resin obtained from various Arabian or East African trees formerly valued for worship and for embalming and fumigation
10245,14898470,gum any of various substances soluble in water that exude from certain plants they are gelatinous when moist but harden on drying
10246,12378753,kei apple bush vigorous South African spiny shrub grown for its round yellow juicy edible fruits
10247,503164,stimulate act as a stimulant The book stimulated her imagination This play stimulates
10248,2341805,genus arvicola in some classifications considered synonymous with Microtus
10249,2341974,water vole common large Eurasian vole
10250,1029671,watch the rite of staying awake for devotional purposes especially on the eve of a religious festival
10251,1029406,rite an established ceremony prescribed by a religion the rite of baptism
10252,3946325,pipeline a pipe used to transport liquids or gases a pipeline runs from the wells to the seaport
10253,9605289,grownup a fully developed person from maturity onward
10254,14425103,adulthood the state and responsibilities of a person who has attained maturity
10255,3427296,gate a movable barrier in a fence or wall
10256,2353844,gate supply with a gate The house was gated
10257,179486,unauthorized not endowed with authority
10258,1407465,illegitimate algae distinguished chiefly by having flagella and a clear green color
10259,5571713,sphincter ani the sphincter muscle of the anus
10260,5570839,sphincter muscle a ring of muscle that contracts to close an opening
10261,8779830,karelia a region in Finland and Russia between the Gulf of Finland and the White Sea
10262,10743124,utilizer someone who puts to good use not all organisms are utilizers of oxygen the social agencies and their utilizers both objected to the budget cut
10263,935987,get out be released or become known of news News of her death broke in the morning
10264,10763725,waiter a person who waits or awaits
10265,817311,admit declare to be true or admit the existence or reality or truth of He admitted his errors She acknowledged that she might have forgotten
10266,7489059,sexiness the arousal of feelings of sexual desire
10267,7487955,sexual desire a desire for sexual intimacy
10268,10482054,promisor a person who makes a promise
10269,1776546,ixodidae hard ticks
10270,5436080,chromatin granule the readily stainable substance of a cell nucleus consisting of DNA and RNA and various proteins during mitotic division it condenses into chromosomes
10271,6720216,vilification slanderous defamation
10272,2227487,renounce turn away from give up I am foreswearing women forever
10273,2227741,give up give up with the intent of never claiming again Abandon your life to God She gave up her children to her exhusband when she moved to Tahiti We gave the drowning victim up for dead
10274,396880,alloy make an alloy of
10275,2030424,scatter to cause to separate and go in different directions She waved her hand and scattered the crowds
10276,369138,strewing the act of scattering
10277,1721556,pretend behave unnaturally or affectedly Shes just acting
10278,5627785,heaven the abode of God and the angels
10279,5625879,mythical place a place that exists only in imagination a place said to exist in fictional or religious writings
10280,224166,maleficent harmful or evil in intent or effect
10281,4846533,mischief the quality or nature of being harmful or evil
10282,14873641,preparation a substance prepared according to a formula the physician prescribed a commercial preparation of the medicine
10283,1633173,formulate prepare according to a formula
10284,15212455,august the month following July and preceding September
10285,15209706,gregorian calendar month a month in the Gregorian calendar
10286,1476135,order conodontophorida extinct order of primitive vertebrates the precise taxonomy is not clear in some classifications considered a separate phylum
10287,1917434,genus acropora coelenterate genus of order Madreporaria
10288,1908415,coelenterate genus a genus of coelenterates
10289,7109019,auditory communication communication that relies on hearing
10290,2690270,chaetognathous a hose that carries air under pressure   of or relating to arrowworms
10291,3539875,hosepipe a flexible pipe for conveying a liquid or gas
10292,15169873,week any period of seven consecutive days it rained for a week
10293,9804230,archaist a person who archaizes
10294,7904395,gin strong liquor flavored with juniper berries
10295,7901587,strong drink an alcoholic beverage that is distilled rather than fermented
10296,9959258,police constable a police officer of the lowest rank
10297,11832108,genus beta beets
10298,11827775,goosefoot family includes spinach and beets
10299,3947888,pirate ship a ship that is manned by pirates
10300,3100026,piratical characteristic of pirates piratical attackers
10301,1685601,build be engaged in building These architects build in interesting and new styles
10302,12694193,malpighia type genus of the Malpighiaceae
10303,470701,wipe out kill in large numbers the plague wiped out an entire population
10304,357275,tweak a squeeze with the fingers
10305,7923748,juice the liquid part that can be extracted from plant or animal tissue by squeezing or cooking
10306,2599004,get away remove oneself from a familiar environment
10307,9378014,okefenokee swamp a large swampy area of northeast Florida and southeast Georgia
10308,1160342,punishment the act of punishing
10309,2499629,punish impose a penalty on inflict punishment on The students were penalized for showing up late for class we had to punish the dog for soiling the floor again
10310,2261386,liquid existing as or having characteristics of a liquid especially tending to flow water and milk and blood are liquid substances
10311,4937043,runniness the property of flowing easily adding lead makes the alloy easier to cast because the melting point is reduced and the fluidity is increased they believe that fluidity increases as the water gets warmer
10312,8260961,labour party a leftofcenter political party formed to represent the interest of ordinary working people
10313,8256968,political party an organization to gain political power in  Perot tried to organize a third party at the national level
10314,894221,excuse ask for permission to be released from an engagement
10315,6626446,excuse a note explaining an absence he had to get his mother to write an excuse for him
10316,13278375,payment a sum of money paid or a claim discharged
10317,1579153,lift take hold of something and move it to a different location lift the box onto the table
10318,1604625,order falconiformes chiefly diurnal carnivorous birds having hooked beaks and long talons with opposable hind toe falcons hawks eagles ospreys caracaras vultures
10319,1605119,family accipitridae hawks Old World vultures kites harriers eagles
10320,1323518,stone kill by throwing stones at People wanted to stone the woman who had a child out of wedlock
10321,10659393,stoner an attacker who pelts the victim with stones especially with intent to kill
10322,5861317,degree the highest power of a term or variable
10323,6812417,power a mathematical notation indicating the number of times a quantity is multiplied by itself
10324,8367880,political system the members of a social organization who are in power
10325,13333237,investment funds money that is invested with an expectation of profit
10326,2271137,put make an investment Put money into bonds
10327,1284908,untie cause to become loose undo the shoelace untie the knot loosen the necktie
10328,2719016,sulk be in a huff and display ones displeasure She is pouting because she didnt get what she wanted
10329,13794417,relevancy the relation of something to the matter at hand
10330,13791389,connexion a relation between things or events as in the case of one causing the other or sharing features with it there was a connection between eating that pickle and having that nightmare
10331,380083,mixture the act of mixing together paste made by a mix of flour and water the mixing of sound channels in the recording studio
10332,9906538,paladin someone who fights for a cause
10333,10495167,pursuer a person who pursues some plan or goal a pursuer of truth
10334,3837157,nystatin an antifungal and antibiotic trade names Mycostatin and Nystan discovered in New York State derived from soil fungi actinomycetes
10335,1658188,forge make out of components often in an improvising manner She fashioned a tent out of a sheet and a few sticks
10336,1653873,make make by shaping or bringing together constituents make a dress make a cake make a wall of stones
10337,1293650,salerno a battle in World War II the port was captured by United States troops in September 
10338,11234813,president pierce th President of the United States 
10339,1720773,support play a subordinate role to another performer Olivier supported Gielgud beautifully in the second act
10340,7031752,support a musical part vocal or instrumental that supports or provides background for other musical parts
10341,2385813,cast assign the roles of a movie or a play to actors Who cast this beautiful movie
10342,10154186,rommany a member of a people with dark skin and hair who speak Romany and who traditionally live by seasonal work and fortunetelling they are believed to have originated in northern India but now are living on all continents but mostly in Europe
10343,9673495,indian a native or inhabitant of India
10344,11632794,genus athrotaxis a genus of gymnosperm
10345,1254253,separation sorting one thing from others the separation of wheat from chaff the separation of mail by postal zones
10346,9667715,sauk a member of the Algonquian people formerly living in Wisconsin in the Fox River valley and on the shores of Green Bay
10347,9646608,algonquin a member of any of the North American Indian groups speaking an Algonquian language and originally living in the subarctic regions of eastern Canada many Algonquian tribes migrated south into the woodlands from the Mississippi River to the Atlantic coast
10348,12583855,macamba tropical American feather palm having a swollen spiny trunk and edible nuts
10349,12582846,feather palm palm having pinnate or featherlike leaves
10350,10629020,sower someone who sows
10351,6769392,mistake part of a statement that is not correct the book was full of errors
10352,39318,plainly unmistakably `plain is often used informally for `plainly the answer is obviously wrong she was in bed and evidently in great pain he was manifestly too important to leave off the guest list it is all patently nonsense she has apparently been living here for some time I thought he owned the property
10353,7888909,malt a cereal grain usually barley that is kilndried after having been germinated by soaking in water used especially in brewing and distilling
10354,11412592,byproduct a secondary and sometimes unexpected consequence
10355,1097292,marketplace the world of commercial activity where goods and services are bought and sold without competition there would be no market they were driven from the marketplace
10356,15126931,paleozoic era from  million to about  million years ago
10357,15127307,carboniferous period from  million to  million years ago
10358,12076381,phalaenopsis genus of ornamental epiphytic orchids of Asia and Australia
10359,7007171,theatrical production the production of a drama on the stage
10360,1711445,stage perform a play
10361,6736529,affidavit written declaration made under oath a written statement sworn to be true before someone legally authorized to administer an oath
10362,1989097,mysidae small shrimplike crustaceans
10363,2532595,experiment to conduct a test or investigation We are experimenting with the new drug in order to fight this disease
10364,2599557,spotted weakfish weakfish of southern Atlantic and Gulf Coasts of United States
10365,2599052,sea trout any of several sciaenid fishes of North American coastal waters
10366,4802776,deviation the error of a compass due to local magnetic disturbances
10367,11277500,sacajawea the Shoshone guide and interpreter who guided the Lewis and Clark expedition part of the way
10368,10562749,scout someone who can find paths through unexplored territory
10369,8514034,centre a place where some particular activity is concentrated they received messages from several centers
10370,8513718,property any area set aside for a particular purpose who owns this place the president was concerned about the property across from the White House
10371,1748318,unperceivable impossible or difficult to perceive by the mind or senses an imperceptible drop in temperature an imperceptible nod color is unperceivable to the touch
10372,2517265,unseeable impossible or nearly impossible to see imperceptible by the eye the invisible man invisible rays an invisible hinge invisible mending
10373,1091427,oppose fight against or resist strongly The senator said he would oppose the bill Dont fight it
10374,10327475,moll the girlfriend of a gangster
10375,11909353,genus fumaria annual herbs whose flowers have only one petal spurred at the base
10376,7442288,spin a swift whirling motion usually of a missile
10377,7440979,rotation a single complete turn axial or orbital the plane made three rotations before it crashed the revolution of the earth about the sun takes one year
10378,10904107,jean cocteau French writer and film maker who worked in many artistic media 
10379,1130607,wall surround with a wall in order to fortify
10380,4547592,wall a masonry fence as around an estate or garden the wall followed the road he ducked behind the garden wall and waited
10381,12659203,spiraea a dicotyledonous genus of the family Rosaceae
10382,12659356,spirea any rosaceous plant of the genus Spiraea has sprays of small white or pink flowers
10383,8716738,kingdom of cambodia a nation in southeastern Asia was part of Indochina under French rule until 
10384,9696280,kampuchean a native or inhabitant of Cambodia
10385,1539063,take up take in
10386,13423922,soaking up chemistry a process in which one substance permeates another a fluid permeates or is dissolved by a liquid or solid
10387,6473381,inclosure something usually a supporting document that is enclosed in an envelope with a covering letter
10388,2236495,order hemiptera plant bugs bedbugs some true bugs also includes suborders Heteroptera true bugs and Homoptera eg
10389,2239347,family coreidae squash bugs and leaffooted bugs
10390,9466678,uphill the upward slope of a hill
10391,499642,citify accustom to urban ways Immigration will citify the country
10392,13206178,leather fern stout tropical swamp fern especially tropical America having large fronds with golden yellow sporangia covering the undersides
10393,12871074,trichostema genus of North American aromatic herbs or subshrubs blue curls
10394,12871484,wooly blue curls an aromatic plant with wooly leaves found in southern California and Mexico
10395,10852803,louis bleriot French aviator who in  made the first flight across the English Channel 
10396,9826204,flyer someone who operates an aircraft
10397,8873412,lakeland a popular tourist area in northwestern England including Englands largest lake and highest mountain
10398,8552138,territory a region marked off for administrative or other purposes
10399,412292,naturalize make into a citizen The French family was naturalized last year
10400,1657828,compound create by mixing or combining
10401,5056490,radio frequency an electromagnetic wave frequency between audio and infrared
10402,784083,petty larceny larceny of property having a value less than some amount the amount varies by locale
10403,2262324,family ephemeridae mayflies
10404,2262449,shadfly slender insect with delicate membranous wings having an aquatic larval stage and terrestrial adult stage usually lasting less than two days
10405,1667570,family emydidae box and water turtles
10406,1668257,pseudemys sliders redbellied terrapin
10407,103140,launching the act of propelling with force
10408,45250,propulsion the act of propelling
10409,1222360,honorable not disposed to cheat or defraud not deceptive or fraudulent honest lawyers honest reporting
10410,2633844,paprilus a genus of Stromateidae
10411,8783286,dodecanese a group of islands in the southeast Aegean Sea
10412,1236795,ping hit with a pinging noise The bugs pinged the lamp shade
10413,7389569,ping a sharp highpitched resonant sound as of a sonar echo or a bullet striking metal
10414,7792926,northern lobster flesh of coldwater lobsters having large tender claws caught from Maine to the Carolinas
10415,561036,uncongenial not suitable to your tastes or needs the uncongenial roommates were always fighting the task was uncongenial to one sensitive to rebuffs
10416,508192,incompatible not compatible incompatible personalities incompatible colors
10417,999245,standardization the act of checking or adjusting by comparison with a standard the accuracy of a measuring instrument the thermometer needed calibration
10418,1803380,tease annoy persistently The children teased the boy because of his stammer
10419,10695555,vexer someone given to teasing as by mocking or stirring curiosity
10420,7258664,source a publication or a passage from a publication that is referred to he carried an armful of references back to his desk he spent hours looking for the source of that quotation
10421,1705257,reference refer to he referenced his colleagues work
10422,7003119,drawing an illustration that is drawn by hand and published in a book
10423,14633206,carbon an abundant nonmetallic tetravalent element occurring in three allotropic forms amorphous carbon and graphite and diamond occurs in all organic compounds
10424,373520,carburize unite with carbon carburize metal
10425,12952852,osmundaceae large family of ferns widely distributed in temperate and tropical areas
10426,12954634,todea a genus of delicate ferns belonging to the family Osmundaceae
10427,10171755,religious outcast a person who holds religious beliefs in conflict with the dogma of the Roman Catholic Church
10428,684507,misbelieve hold a false or unorthodox belief
10429,428583,maximize make as big or large as possible Maximize your profits
10430,1653384,hypopachus sheep frogs
10431,1653509,sheep frog mostly of Central America
10432,9536058,supreme being the supernatural being conceived as the perfect and omnipotent and omniscient originator and ruler of the universe the object of worship in monotheistic religions
10433,13178500,solanopteris tropical American epiphytic ferns having rhizomes with tubers and roots as well as scales
10434,12028424,tripleurospermum inodorum ubiquitous European annual weed with white flowers and finely divided leaves naturalized and sometimes cultivated in eastern North America sometimes included in genus Matricaria
10435,13062630,family dacrymycetaceae a family of basidiomycetous fungi belonging to the order Tremellales having a bifurcate basidium that lacks septa
10436,13726296,small calorie unit of heat defined as the quantity of heat required to raise the temperature of  gram of water by  degree centigrade at atmospheric pressure
10437,2814453,thermic relating to or associated with heat thermal movements of molecules thermal capacity thermic energy the caloric effect of sunlight
10438,2064154,family balaenopteridae rorquals blue whales
10439,2065599,megaptera humpback whales
10440,229605,raise increase This will enhance your enjoyment heighten the tension
10441,1340522,polyoma virus a virus the can initiate various kinds of tumors in mice   intensifying by augmentation and enhancement
10442,13331634,figure an amount of money expressed numerically a figure of $ was suggested
10443,8879388,newcastleupontyne a port city in northeastern England on the River Tyne a center for coal exports giving rise to the expression `carry coals to Newcastle meaning to do something unnecessary
10444,12968882,scleroderma genus of poisonous fungi having hardskinned fruiting bodies false truffles
10445,12670558,vangueria tropical African and Asiatic trees and shrubs having oneseeded fruit
10446,12670758,wild medlar tree small deciduous tree of southern Africa having edible fruit
10447,519751,seethe foam as if boiling a seething liquid
10448,5205537,voicelessness having no voice in the management or control of affairs the voicelessness of those who live in situations of hopelessness
10449,13557766,softening the process of becoming softer refrigeration delayed the softening of the fruit he observed the softening of iron by heat
10450,13016457,tricholomataceae a family of fungi belonging to the order Agaricales
10451,13231436,genus armillaria genus of edible mushrooms having white spores an annulus and blue juice some are edible some cause root rot
10452,7162680,suggestion a proposal offered for acceptance or rejection it was a suggestion we couldnt refuse
10453,7162194,proposal something proposed such as a plan or assumption
10454,5530429,vocal fold either of two pairs of folds of mucous membrane projecting into the larynx
10455,3710721,tank suit a womans onepiece bathing suit
10456,13530108,overheating excessive heating
10457,13491876,warming the process of becoming warmer a rising temperature
10458,2145084,vespertilionidae the majority of common bats of temperate regions of the world
10459,12301180,olive evergreen tree cultivated in the Mediterranean region since antiquity and now elsewhere has edible shiny black fruits
10460,7767344,olive oneseeded fruit of the European olive tree usually pickled and used as a relish
10461,14758027,horn the material mostly keratin that covers the horns of ungulates and forms hooves and claws and nails
10462,14755804,animal material material derived from animals
10463,1832684,genus chateura a genus of Apodidae
10464,1395049,plate coat with a layer of metal plate spoons with silver
10465,331842,pestle grind
10466,303849,parachuting descent with a parachute he had done a lot of parachuting in the army
10467,11372372,walpole Englishman and Whig statesman who under George I was effectively the first British prime minister 
10468,182213,vote the opinion of a group as determined by voting they put the question to a vote
10469,14889479,rust a red or brown oxide coating on iron or steel caused by the action of oxygen and moisture
10470,4201733,shooting brake another name for a station wagon
10471,11783723,genus anthurium large genus of often epiphytic evergreen tropical American plants often cultivated as houseplants
10472,4665543,unmindfulness the trait of forgetting or ignoring your responsibilities
10473,1978003,unmindful not mindful or attentive while thus unmindful of his steps he stumbled GBShaw
10474,4145735,shlock merchandise that is shoddy or inferior
10475,459296,rush urge to an unnatural speed Dont rush me
10476,8926381,toyonaki a Japanese city in southern Honshu main residential suburb of Osaka
10477,13177529,staghorn fern any of various tropical ferns of the genus Platycerium having large flat lobed fronds often resembling the antlers of a stag
10478,201923,prohibition the action of prohibiting or inhibiting or forbidding or an instance thereof they were restrained by a prohibition in their charter a medical inhibition of alcoholic beverages he ignored his parents forbiddance
10479,1172441,tussle disorderly fighting
10480,4684358,resplendency brilliant radiant beauty the glory of the sunrise
10481,13728499,whole number any of the natural numbers positive or negative or zero an integer is a number that is not a fraction
10482,1214265,take get into ones hands
10483,1214786,take in fold up take in the sails
10484,1541261,richmondena cardinals
10485,1266945,stabilization the act of making something as a vessel or aircraft less likely to overturn
10486,248977,improvement the act of improving something their improvements increased the value of the property
10487,7999699,set mathematics an abstract collection of numbers or symbols the set of prime numbers is infinite
10488,2137,abstraction a general concept formed by extracting common features from specific examples
10489,1911839,hydrozoan colonial coelenterates having the polyp phase dominant
10490,1909422,coelenterate radially symmetrical animals having saclike bodies with only one opening and tentacles with stinging structures they occur in polyp and medusa forms
10491,1024763,touch on refer to or discuss briefly
10492,2315696,sipuncula peanut worms
10493,2519862,blue channel catfish a large catfish of the Mississippi valley
10494,2519686,ictalurus punctatus freshwater food fish common throughout central United States
10495,1235769,butt to strike
10496,9884815,butter a fighter who strikes the opponent with his head
10497,4746842,equivalence qualities that are comparable no comparison between the two books beyond compare
10498,2729632,compare be comparable This car does not compare with our line of Mercedes
10499,1116466,thermogravimetry the measurement of changes in weight as a function of changes in temperature used as a technique of chemically analyzing substances
10500,2445356,patent grant rights to grant a patent for
10501,1953032,family cypraeidae family of marine gastropods comprising the cowries
10502,1953197,genus cypraea type genus of the family Cypraeidae the typical cowries
10503,1438681,swear out deliver a warrant or summons to someone He was processed by the sheriff
10504,8734385,zaire a republic in central Africa achieved independence from Belgium in 
10505,2271427,thysanoptera thrips
10506,2271740,thripidae thrips
10507,1912709,stride cover or traverse by taking long steps She strode several miles towards the woods
10508,11551,presume take liberties or act with too much confidence
10509,624476,take interpret something in a certain way convey a particular meaning or impression I read this address as a satire How should I take this message You cant take credit for this
10510,228236,water supply with water
10511,278403,watering wetting with water the lawn needs a great deal of watering
10512,312648,blacken out darken completely The dining room blackened out
10513,312380,darken become dark or darker The sky darkened
10514,12743823,harpullia any of various tree of the genus Harpullia
10515,2719399,tend have a tendency or disposition to do or be something be inclined She tends to be nervous before her lectures These dresses run small He inclined to corpulence
10516,5961278,establishmentism the doctrine of supporting the social or political establishment
10517,12900462,pepper any of various tropical plants of the genus Capsicum bearing peppers
10518,12026306,townsendia genus of western American low tufted herbs Easter daisy
10519,7286999,death knell an omen of death or destruction
10520,7286368,prognostication a sign of something about to happen he looked for an omen before going into battle
10521,6743230,preachification moralization delivered tediously in a preachy manner
10522,13740591,nihil Latin nil nothing as used by a sheriff after an unsuccessful effort to serve a writ nihil habet
10523,3132438,loop fastener consisting of a metal ring for lining a small hole to permit the attachment of cords or lines
10524,2202133,tip give a tip or gratuity to in return for a service
10525,10712573,tipper a person who leaves a tip a generous tipper
10526,11986900,lactuca sativa capitata distinguished by leaves arranged in a dense rosette that develop into a compact ball
10527,7723753,butterhead lettuce lettuce with relatively soft leaves in a loose head easily broken or bruised
10528,1322675,slash cut with sweeping strokes as with an ax or machete
10529,3836062,nursery a childs room for a baby
10530,3017070,childs room a bedroom for a child
10531,5821775,sample a small part of something intended as representative of the whole
10532,2077656,take take something or somebody with oneself somewhere Bring me the box from the other room Take these letters to the boss This brings me to the main point
10533,1981036,put down cause to come to the ground the pilot managed to land the airplane safely
10534,10079210,farmerette a woman working on a farm
10535,14528873,freedom immunity from an obligation or duty
10536,14526764,unsusceptibility the state of not being susceptible unsusceptibility to rust
10537,763132,bioterrorism terrorism using the weapons of biological warfare
10538,1680756,animalize represent in the form of an animal
10539,1825417,order coraciiformes rollers kingfishers hornbills hoopoes motmots bee eaters todies
10540,1826223,family coraciidae rollers
10541,11976715,hazardia small genus of shrubs and subshrubs of western United States having flowers that change color as they mature
10542,2771997,coal burn to charcoal Without a drenching rain
10543,14685172,char a charred substance
10544,1312096,world war ii a war between the Allies Australia
10545,9293917,great smoky mountains part of the Appalachians between North Carolina and Tennessee
10546,12497322,logwood very hard brown to brownishred heartwood of a logwood tree used in preparing a purplish red dye
10547,2316707,echinoderm marine invertebrates with tube feet and fivepart radially symmetrical bodies
10548,2655355,family diodontidae spiny puffers
10549,7578879,taste a small amount eaten or drunk take a tasteyoull like it
10550,787049,cross question question closely
10551,388210,fragmentation separating something into fine particles
10552,11176932,mesmer Austrian physician who tried to treat diseases with a form of hypnotism 
10553,999588,tuning music calibrating something an instrument or electronic circuit to a standard frequency
10554,7083246,elocution an expert manner of speaking involving control of voice and gesture
10555,10050880,elocutionist a public speaker trained in voice production and gesture and delivery
10556,11782036,elephant ear any plant of the genus Alocasia having large showy basal leaves and boatshaped spathe and reddish berries
10557,11779300,arum any plant of the family Araceae have small flowers massed on a spadix surrounded by a large spathe
10558,9919297,podiatrist a specialist in care for the feet
10559,6062076,podiatry the branch of medicine concerned with the feet
10560,5762998,recognition the process of recognizing something or someone by remembering a politician whose recall of names was as remarkable as his recognition of faces experimental psychologists measure the elapsed time from the onset of the stimulus to its recognition by the observer
10561,10163723,star a performer who receives prominent billing
10562,1923637,phylum chaetognatha arrowworms a group of small active transparent marine worms
10563,456740,match make correspond or harmonize Match my sweater
10564,898019,shake hands take someones hands and shake them as a gesture of greeting or congratulation
10565,12778045,halesia deciduous small trees or shrubs of China and eastern North America
10566,12778219,silver bell any of various deciduous trees of the genus Halesia having white bellshaped flowers
10567,5970012,deconstructionism a philosophical theory of criticism usually of literature or film that seeks to expose deepseated contradictions in a work by delving below its surface meaning
10568,6364641,literature creative writing of recognized artistic value
10569,3528263,household appliance an appliance that does a particular job in the home
10570,2541251,service be used by as of a utility The sewage plant served the neighboring communities The garage served to shelter his horses
10571,7215185,news leak unauthorized especially deliberate disclosure of confidential information
10572,937023,leak tell anonymously The news were leaked to the paper
10573,2363818,genus aplodontia type genus of the Aplodontiidae comprising the mountain beavers
10574,6451891,torah the first of three divisions of the Hebrew Scriptures comprising the first five books of the Hebrew Bible considered as a unit
10575,6432376,genesis the first book of the Old Testament tells of Creation Adam and Eve the Fall of Man Cain and Abel Noah and the flood Gods covenant with Abraham Abraham and Isaac Jacob and Esau Joseph and his brothers
10576,7151122,conciliation any of various forms of mediation whereby disputes may be settled short of arbitration
10577,2706586,talisman a trinket or piece of jewelry usually hung about the neck and thought to be a magical protection against evil or disease
10578,2500619,victimize punish unjustly
10579,896348,military drill training in marching and the use of weapons
10580,8919693,phoenicia an ancient maritime country a collection of city states at eastern end of the Mediterranean
10581,8919949,carthage an ancient city state on the north African coast near modern Tunis founded by Phoenicians destroyed and rebuilt by Romans razed by Arabs in 
10582,6707178,medal of honor the highest US military decoration awarded for bravery and valor in action `above and beyond the call of duty
10583,1637982,find make a discovery
10584,1891438,soricidae shrews
10585,1683582,draught make a blueprint of
10586,11847841,hatiora small genus of South American epiphytic or lithophytic cacti
10587,2066245,grey whale mediumsized greyishblack whale of the northern Pacific
10588,2063224,whalebone whale whale with plates of whalebone along the upper jaw for filtering plankton from the water
10589,5254197,ampulla the dilated portion of a canal or duct especially of the semicircular canals of the ear
10590,7255401,forbidding an official prohibition or edict against something
10591,2701962,seat be able to seat The theater seats 
10592,12415911,genus belamcanda a monocotyledonous genus of the family Iridaceae
10593,2100176,bang move noisily The window banged shut The old man banged around the house
10594,10017794,dispenser a person who dispenses
10595,102779,cybernation the control of processes by computer
10596,102457,mechanization the act of implementing the control of equipment with advanced technology usually involving electronic hardware automation replaces human workers by machines
10597,10375794,old master a great European painter prior to th century
10598,10280130,master an artist of consummate skill a master of the violin one of the old masters
10599,1015866,cite advance evidence for
10600,14420240,interconnection a state of being connected reciprocally an interconnection between the two buildings
10601,2622969,interlink be interwoven or interconnected The bones are interconnected via the muscle
10602,5572940,pupillary sphincter a ring of smooth muscle surrounding the iris
10603,1509527,intense possessing or displaying a distinctive feature to a heightened degree intense heat intense anxiety intense desire intense emotion the skunks intense acrid odor intense pain enemy fire was intense
10604,3393017,free house a public house that is not controlled by a brewery and so is free to sell different brands of beer and ale
10605,2962013,yugoslavian of or relating to or characteristic of the former country of Yugoslavia or its people or languages Yugoslavian wine
10606,9750891,yugoslavian a native or inhabitant of Yugoslavia
10607,5100269,field strength the vector sum of all the forces exerted by an electrical or magnetic field on a unit mass or unit charge or unit magnetic pole at a given point in the field
10608,5099796,strength the amount of energy transmitted as by acoustic or electromagnetic radiation he adjusted the intensity of the sound they measured the stations signal strength
10609,1859586,hold cause to stop Halt the engines Arrest the progress halt the presses
10610,2870092,volume physical objects consisting of a number of pages bound together he used a large book as a doorstop
10611,8686495,twins the third sign of the zodiac the sun is in this sign from about May  to June 
10612,11616852,virginia pine common small shrubby pine of the eastern United States having straggling often twisted or branches and short needles in bunches of 
10613,11608250,true pine a coniferous tree
10614,2379753,retire go into retirement stop performing ones work or withdraw from ones position He retired at age 
10615,212205,retirement withdrawal from your position or occupation
10616,2597004,yellowfin croaker a fish of the Pacific coast of North America
10617,2596381,croaker any of several fishes that make a croaking noise
10618,11492014,polarization the phenomenon in which waves of light or other radiation are restricted in direction of vibration
10619,487182,polarize become polarized in a conflict or contrasting situation
10620,2017878,genus fulica coots
10621,1883344,shift change place or direction Shift ones position
10622,12155583,cattail tall erect herbs with swordshaped leaves cosmopolitan in fresh and salt marshes
10623,2617029,zoarcidae eelpouts
10624,2617402,zoarces type genus of the Zoarcidae
10625,3571439,injector a contrivance for injecting eg
10626,15045490,sodium hypochlorite an unstable salt NaOCl used as a bleaching agent and disinfectant
10627,4072551,rein one of a pair of long straps usually connected to the bit or the headpiece used to control a horse
10628,4333129,strap an elongated leather strip or a strip of similar material for binding things together or holding something in position
10629,14762038,wash leather piece of chamois used for cleaning and polishing
10630,14761806,shammy leather a soft suede leather formerly from the skin of the chamois antelope but now from sheepskin
10631,7040939,solo a musical composition for one voice or instrument with or without accompaniment
10632,10623650,soloist a musician who performs a solo
10633,11705921,lindera aromatic evergreen or deciduous dioecious shrubs or trees of eastern Asia and North America
10634,910973,squawk complain What was he hollering about
10635,3568653,indomethacin a nonsteroidal antiinflammatory drug trade name Indocin
10636,2065932,family eschrichtiidae comprising only the grey whales
10637,506672,fructify become productive or fruitful The seeds fructified
10638,9539183,archangel an angel ranked above the highest rank in the celestial hierarchy
10639,9538915,angel spiritual being attendant upon God
10640,12934479,carum carvi a Eurasian plant with small white flowers yielding caraway seed
10641,1156899,equipping the act of equiping with weapons in preparation for war
10642,204439,forsaking the act of giving something up
10643,7545594,soft spot a sentimental affection she had a soft spot for her youngest son
10644,10379376,selfseeker a person who places expediency above principle
10645,4835488,selfseeking taking advantage of opportunities without regard for the consequences for others
10646,12019190,stenotus genus of western North American low evergreen shrubs growing in dense tufts
10647,12019375,stenotus acaulis dark green erect herb of northwestern United States and southwestern Canada having stiff leaves in dense tufts and yellow flower heads sometimes placed in genus Haplopappus
10648,1483131,pack load with a pack
10649,3870672,pack a bundle especially one carried on the back
10650,10064405,litterateur a writer of literary works
10651,6409562,essay an analytic or interpretive literary composition
10652,11849467,sacred mushroom the buttonshaped top of the mescal cactus a source of psilocybin
10653,13087625,plant organ a functional and structural unit of a plant or fungus
10654,378664,fire destroy by fire They burned the house and his diaries
10655,4694090,burn mark a place or area that has been burned especially on a persons body
10656,2151108,genus diphylla vampire bats
10657,2072665,genus delphinapterus white whale
10658,314782,focus become focussed or come into focus The light focused
10659,397953,segmentation the act of dividing or partitioning separation by the creation of a boundary that divides or keeps apart
